City,AQI,PM2.5,PM10,NO2,CO,SO2,O3,Temperature (°C),Humidity (%),Wind Speed (km/h),Rainfall (mm),Pressure (hPa),Vehicle Count,Industrial Activity Index,Health Impact Score
Rajkot,179,107.7230953,83.1121999,56.34194981,7.932279836,36.14711412,51.1587669,22.31537313,27.3599179,2.480101836,141.32865,1019.455809,354726,3.529053959,10
Hyderabad,280,239.41819,278.7609264,27.78680448,8.786780446,34.5976167,97.23107875,33.49521758,98.39487504,12.80868554,29.44288316,1029.562508,31236,8.063496101,10
Rajkot,356,163.5966324,209.164637,40.14300918,7.791897703,23.20688339,22.32548144,17.05816809,52.97455405,9.928793077,43.97833164,1048.672482,26041,2.850359398,10
Delhi,402,14.72349793,202.5386502,49.5343329,1.619643176,3.511517628,79.57021227,19.33593259,60.51259402,9.805686318,128.2908032,996.6390772,445840,5.24101901,10
Varanasi,293,196.1472296,100.1955244,25.08658453,6.439850752,11.18090706,76.53987025,31.34746825,55.50276456,15.54247898,194.6891614,956.200603,327207,0.93875132,10
Kolkata,427,196.9381092,289.2661381,47.82554434,2.248651237,8.825399309,36.81673678,12.42065591,33.12537422,15.06820309,23.47066404,1012.254835,99678,3.248871121,10
Pune,317,24.98258651,80.12008865,63.74647115,1.253032804,44.93586962,97.81553997,43.40548339,69.1867833,4.731949989,290.8490321,990.1158438,112456,5.700166449,10
Vadodara,137,167.140257,141.5791823,55.85123506,4.122020242,45.92709242,19.9084568,32.4911005,89.56030725,8.886335264,138.0587208,973.0850883,287957,8.598450934,10
Delhi,343,94.09444367,200.3310038,20.90938795,7.990787678,48.35387728,47.66116771,13.87596632,62.73308326,7.574207581,220.8002992,970.1279829,145696,1.777734155,10
Ahmedabad,466,219.272753,190.7478403,69.51708747,7.322562372,44.89154097,68.34923184,19.86629697,63.47367503,14.08147542,156.4838583,989.6934666,82631,4.775401746,10
Thane,405,79.84242395,263.2710143,61.89563995,7.10898222,5.80692707,99.25816166,16.02700915,60.29642553,15.41558023,272.1402814,953.6034909,34693,3.167295222,10
Lucknow,367,246.205425,109.2799667,77.37661447,5.22676543,43.81961758,47.48085835,42.29219261,92.23509169,13.32896335,162.5333701,1049.776041,247738,4.249400644,10
Ahmedabad,474,133.1977853,222.9194507,43.94942343,0.128568803,3.790114187,20.67846175,43.49079987,26.20222088,6.9748753,239.3330512,1022.996715,484373,6.37829858,10
Bhopal,417,151.6223015,177.7415102,33.32691772,4.284516916,15.24597132,35.99504371,38.99049166,29.81243447,18.42562026,266.7301878,1025.599789,280338,1.975316362,10
Nashik,345,212.546494,81.83407502,44.98900606,9.636821592,28.82265409,65.25334355,13.80164068,74.61363054,19.52355696,115.7025491,1001.390286,39282,2.870068082,10
Nagpur,160,245.7894559,52.3179712,79.49782634,7.848631226,32.31608584,67.79446657,44.03044912,76.16718461,6.082294447,290.4769885,1019.767698,182618,2.02644799,10
Agra,309,75.22332269,156.8366896,40.11026984,4.11310819,37.38378531,55.99131533,36.53964174,78.72426396,14.24919424,30.03566345,1007.827285,50576,0.862199644,10
Chennai,206,162.4230944,299.5197077,70.52103728,0.64584752,30.47414009,23.67057055,27.94993435,98.59542838,4.399900832,175.4447518,977.0503119,449585,6.963382851,10
Bhopal,152,14.49061117,72.03810408,60.11408752,5.511540176,17.14667905,79.0712406,14.49694473,88.09971417,1.205286647,48.12392164,1031.859092,94076,4.084576588,10
Surat,327,131.9033361,42.36369363,27.94265466,8.955118696,22.7668151,32.98880588,11.38462852,54.58669313,15.15324179,161.3295264,1002.414053,371195,8.943115313,10
Ludhiana,195,31.20303676,293.1065619,42.46088354,2.054002915,29.81813825,41.62806369,43.14379656,56.33164394,16.3204232,213.0104284,967.5054997,338891,0.147104749,10
Delhi,253,184.5069436,296.7692286,78.21626641,1.311571488,19.43236505,98.78146681,32.33219381,67.40508793,0.684880983,121.8749958,975.426727,277892,6.034586349,10
Ahmedabad,387,222.7096444,254.2848022,69.93695696,1.543680774,15.82108612,93.39629664,44.54291212,89.64717644,8.236979127,37.92397323,985.3228344,79482,5.523108555,10
Thane,154,87.32950174,20.09633138,61.85479045,0.154247692,35.33680322,45.94731224,39.33081896,39.54350567,19.79377212,210.9477316,1033.375876,489720,6.030549165,10
Kolkata,161,109.1746504,180.2881085,28.35697032,9.288304944,36.90150907,47.24084244,11.7503385,41.7111358,6.625477335,37.24198617,994.0471266,459607,3.089082888,10
Surat,281,200.1079701,154.7518417,50.76419197,1.639930035,18.42266009,34.37554707,43.6174174,41.12320985,6.235326291,259.2343256,967.0794661,478569,0.918183959,10
Ludhiana,102,50.93857298,257.1692875,7.814865528,4.969711087,41.40451004,67.33541074,27.20533354,49.64188666,6.08900935,296.716953,1032.533339,60957,6.994385534,10
Lucknow,424,167.7876416,114.6029765,47.01288125,5.259454257,48.13453323,32.24085472,42.32262915,65.36510566,8.710342418,29.53902952,1018.440057,488749,0.709020528,10
Kolkata,192,106.2133988,29.58743358,11.05555945,2.554302889,40.03352467,25.89485057,31.91450528,41.05850384,19.73990953,147.4565235,1041.045479,84145,3.694120409,10
Surat,392,216.0309993,26.27577842,51.3606077,3.272062906,44.63584801,34.13154633,15.50759449,39.93183927,12.42407938,25.65670366,960.312453,232644,7.750318815,10
Bangalore,273,20.47744023,37.19594903,24.84141359,8.408864305,47.19656169,40.48144984,13.23152407,73.96011842,7.252427751,194.4495534,1011.421389,405408,5.591230171,10
Ahmedabad,218,207.0749806,118.2618633,51.34785382,9.003091751,19.88899145,61.81668424,25.00357876,49.49475061,8.135745852,54.95359397,1001.190383,212290,4.948052024,10
Agra,70,141.3840646,70.5810167,50.00795063,5.149479945,44.66960003,82.52365201,21.3275599,54.82688475,15.08988019,274.9641935,977.2472763,336850,8.672255442,10
Delhi,51,108.7216272,24.35603327,73.38216835,8.895750356,42.39041318,74.88259753,11.3723845,34.48786127,2.119991445,129.7213416,1043.114859,128663,0.452430023,10
Nashik,65,48.84961125,165.9914211,13.12730356,4.283456274,32.53600543,80.38511917,17.41443317,47.65752792,14.56758123,8.081428482,984.1554298,88729,8.463564377,10
Bangalore,275,129.9464248,40.53125929,52.56748621,6.491166776,48.56620733,7.88014459,30.57169238,51.60723803,3.242989223,223.5571311,1036.216588,228673,4.040326046,10
Chennai,312,137.5165126,148.1683575,52.6072635,6.158851667,10.36121251,92.15653653,12.90570623,44.29640817,19.67143066,74.84864953,1032.931474,390593,3.470245672,10
Bangalore,171,218.7266553,139.0816,24.62995568,6.857026416,33.02375109,76.39111872,43.77853282,34.91683877,16.77653756,274.5205497,1019.40942,347251,3.654722228,10
Hyderabad,214,214.1863867,26.10838279,9.611236762,8.146914222,10.16059913,61.83604871,12.99202971,66.05871024,14.37994482,159.6104847,1042.275431,145599,2.22600788,10
Thane,410,172.4322699,180.7214313,7.840554873,7.630062334,16.93136211,74.50083152,43.03726147,40.66629606,4.067572394,23.88681344,981.5975853,5937,1.982470508,10
Rajkot,405,10.61178831,134.0401971,15.5793842,1.599168062,22.63886359,49.31775983,36.74545976,46.51441816,2.031254774,196.0290889,1039.891544,307725,5.641748713,10
Meerut,291,53.64665251,106.3818679,28.74113538,6.818313445,11.86337904,18.53219777,34.33134042,88.15041592,2.561248129,102.1340025,1029.770517,499379,2.482466378,10
Delhi,218,180.0012443,64.96778494,57.08385374,6.744226691,35.95567072,97.86819808,14.58689344,22.67662392,10.93207355,48.23956223,1023.395737,414805,1.320455573,10
Agra,168,13.10548311,115.0763045,20.99703475,6.767548154,2.497956902,30.27803825,37.69331375,66.39909856,13.8092059,148.988569,971.6354405,108702,5.553814977,10
Surat,97,214.5301145,98.96691005,43.43549815,1.871727116,46.12415641,11.79777467,24.83898987,85.02041449,19.01881146,80.36693077,1026.919102,341678,8.424185017,10
Pune,486,83.47042876,217.3337124,8.328637679,9.060020626,11.40364131,6.462507361,44.05464868,20.48028658,10.64473798,104.4370117,999.9971974,40406,1.779506135,10
Agra,58,96.97232578,84.19655619,29.69994717,2.344276039,3.56340296,71.3195876,11.00092583,49.04064556,17.73297956,67.27203959,953.5267885,152233,5.822121646,10
Delhi,412,18.48217826,79.15192726,31.55387419,2.131013327,4.192576721,10.17746256,14.42656293,30.81872758,3.83688348,29.00749889,961.3490754,93207,6.343993718,10
Jaipur,473,83.44147587,291.8316837,12.0756945,8.86719419,36.87845196,83.67750171,16.86857966,51.15802351,5.558271006,211.719579,951.7394755,228550,1.867843012,10
Lucknow,61,204.9577229,44.75566685,30.98360805,0.801375454,18.55074197,75.00879925,16.02857553,86.89533486,7.839902343,6.649856055,1028.345626,182506,3.050182127,10
Chennai,361,198.94426,144.0981285,66.29785906,5.528360985,7.313810888,55.22618985,26.91008543,88.4128646,17.54105089,4.620729336,1049.894446,110231,2.283708595,10
Chennai,477,31.12735783,272.1868504,32.96164489,9.24283377,45.05579179,38.86014158,40.88267472,35.4542185,15.20993618,112.1003909,979.5461275,63811,6.783386594,10
Lucknow,210,124.2700371,76.29519863,9.90837095,9.356905853,9.668605105,54.64417393,12.00450139,35.93050866,14.11068125,194.057928,1049.279032,157261,7.634838929,10
Jaipur,87,67.83738028,60.26625128,56.31770496,0.470564833,7.546035354,40.40435784,21.71885806,79.38436197,6.570740703,49.04076359,1030.100011,186005,6.481320602,10
Srinagar,243,187.0458043,142.1165383,77.86375943,6.145405794,16.89403287,86.42992668,22.29870399,43.58485398,11.46028643,46.20086038,1020.425983,350177,0.819788166,10
Bangalore,367,129.6708005,100.6298332,34.06974095,8.237535394,43.92839899,18.66299197,33.52335154,68.22707114,8.816846887,123.3013386,998.4349881,223175,3.413097066,10
Hyderabad,360,133.4773722,83.68475999,55.75182208,1.032296986,18.67999571,27.52150554,35.2026771,82.44511223,8.550569132,124.3550179,1006.286357,5840,1.498541877,10
Srinagar,281,125.9894466,114.9650737,63.92648812,5.939080915,44.84149312,67.19149788,23.94915265,83.66071075,1.435798413,205.0295013,1044.132976,50620,9.657149037,10
Delhi,474,18.30520044,195.8080232,46.44457393,1.479277791,17.47204785,97.21050395,44.97988253,42.04879687,18.75663271,182.5091272,990.9095601,396386,1.078953834,10
Meerut,429,200.800811,87.829218,53.36149448,7.006895151,32.57388141,15.94453259,27.91268392,38.49018847,2.634576122,194.1334651,1044.204741,320464,9.356674818,10
Mumbai,339,170.0501773,249.533013,19.29697655,3.788662124,7.092315543,66.62961554,29.2574064,87.90770446,10.17050047,34.96814227,1008.624521,96443,9.726793587,10
Nashik,478,241.1072948,30.52572475,28.23635689,2.863562163,28.07833996,74.69508117,43.39204644,82.91048568,17.2527695,183.9580837,1042.51404,362005,5.372093647,10
Delhi,214,184.4625961,99.00894491,36.45810112,1.813999375,19.42078952,51.2296127,11.75206923,45.58444291,12.71379889,169.7040732,1017.832741,283708,3.410053707,10
Jaipur,493,124.1755127,281.1320489,71.56016826,2.71253303,2.72736397,50.43183063,18.17740719,70.59779832,8.728830996,116.8633763,1038.047812,395993,0.013985339,10
Surat,434,76.9153653,26.27788809,37.20218469,9.71557673,48.66542994,14.99674038,28.38730913,55.69096555,17.56503265,242.8178971,1031.664883,305109,1.236669355,10
Meerut,488,158.5826843,299.7073136,14.73087527,8.709619739,38.46477026,64.50300665,29.86056878,22.12910474,17.53232721,74.34759017,1030.046973,183439,0.038520366,10
Srinagar,58,32.84779552,227.7823061,70.8104844,8.840348796,21.00431538,92.37580058,32.9605275,58.86514461,1.357258634,262.2842687,959.6183043,477931,6.450168999,10
Nashik,225,75.8198954,56.22137788,75.21985808,9.04730015,36.06578371,80.87301875,33.28419661,28.64930454,13.92329392,230.6572296,988.2965986,213771,2.238518048,10
Delhi,453,197.508995,69.28269343,16.80966562,4.900393713,47.40674304,7.559916773,43.04111982,83.48530639,0.530822884,154.2719832,978.4314577,236757,4.776811092,10
Nagpur,490,165.1076395,247.8291885,73.65042199,6.108317254,22.13954364,16.9312984,17.22306381,58.92708436,17.33535324,37.7035417,1039.766635,243498,4.795185446,10
Patna,220,27.32619408,74.78712603,71.35997753,9.549588797,17.99733683,92.2301496,41.32318399,73.08916253,16.74713931,263.759341,1000.043261,382980,8.700859086,10
Kolkata,479,124.7493811,109.6490183,55.37930734,1.95825137,44.22869403,91.28863281,16.56128862,27.78460368,4.577061912,195.5131054,1015.68398,173211,2.301272426,10
Patna,59,43.02599694,209.9203519,41.10023502,5.69475374,38.64513729,69.79618606,39.67178108,25.43837593,8.625795398,210.8958532,995.5823247,236847,9.759440457,10
Surat,123,248.0216808,200.8962543,38.31405884,3.68058352,23.18077583,31.39163408,33.11958468,90.12362926,18.97403471,168.4123939,962.1663131,214729,1.586287015,10
Nashik,140,215.0825025,297.7535603,31.48500589,3.603652476,39.00673381,63.79774118,22.19815418,60.61119127,2.6598864,159.9936302,994.3856172,207235,2.724321782,10
Meerut,396,29.07225877,144.5489335,13.42388528,0.124208345,13.60906261,5.902526856,34.18880014,93.55846535,2.109708925,142.4212501,961.9172959,233292,3.787661787,10
Nashik,481,157.8016667,126.5204289,67.50887013,0.796874944,12.12502662,47.14828794,15.81907438,88.71877961,3.577648836,178.7541946,1002.977303,304321,6.686707814,10
Agra,319,74.87201181,85.78924817,7.399094315,7.829523068,33.92832171,75.11747203,18.34110344,93.13919416,3.231552958,33.58322066,960.116299,255828,4.591425358,10
Bhopal,213,115.9084027,267.6906912,77.46001694,6.30532866,12.73521973,16.80896051,13.21333744,51.16964663,11.1003042,51.76926415,997.2357589,135704,5.305033934,10
Delhi,490,171.7276495,194.6109294,14.46310121,2.411712292,43.99783585,28.40801571,21.70929055,80.11523498,18.85023388,115.7347607,988.4588177,408118,1.795630737,10
Bangalore,175,88.56765703,225.7559567,8.58852066,0.328461039,2.540372376,26.90950918,14.70406718,82.46314164,5.534763402,222.1171852,976.0453368,421763,7.426895149,10
Mumbai,216,242.0796634,193.2650634,64.25879202,5.034163073,11.63528191,25.35229437,23.32015081,76.20219734,9.139632719,237.00897,1047.895566,324934,8.871069159,10
Patna,452,194.0013749,42.83643984,30.96544434,6.745082099,14.18100666,72.00908054,26.58102785,39.28425966,10.05659382,243.0733628,956.8777739,152174,7.954142588,10
Bhopal,286,162.5839366,206.5873893,53.72939005,3.576353015,45.31606639,59.96065093,25.41988698,81.09776211,5.852873854,176.8885485,1031.566806,372384,6.007325233,10
Agra,261,32.15953838,175.4090711,30.05160216,4.04195667,49.53520963,25.69865959,35.15228915,67.14921351,3.259472833,7.842589074,950.4458533,154739,6.021893913,10
Chennai,465,142.4382298,167.985204,50.6843986,4.466548851,37.04723415,15.86092843,14.69910384,95.35359376,4.526707886,92.61131672,961.2005886,353595,0.624367247,10
Agra,287,73.86501161,94.60425091,7.386188875,6.002958924,26.41578951,85.47500096,27.36095512,45.04399978,8.245485981,245.9829514,955.8392758,99130,6.544051441,10
Vadodara,446,62.66755216,276.0463176,63.00437041,3.254344391,20.67276742,75.41227063,42.4171897,95.57923142,11.56501804,9.942486021,983.5539447,140720,2.655988729,10
Meerut,79,61.56477116,61.84402303,17.31652716,5.660485597,13.83031547,94.35784783,25.03436368,30.76099197,17.16441596,50.6107094,970.7286934,50162,1.006542568,10
Lucknow,293,141.6565426,275.8394289,11.42395502,5.90000998,41.32873982,35.24050156,13.37566588,61.89074229,7.059232121,106.8284719,1018.537589,217615,5.404689943,10
Ahmedabad,296,215.4998303,188.6416296,12.30954196,4.774306345,22.20840553,93.59498788,11.25267897,83.22641648,12.38249583,69.76888665,1010.64887,474640,9.852308086,10
Ahmedabad,315,182.7937445,167.9618363,31.10355828,1.132968055,36.83086401,42.18815005,20.72064845,37.35228162,4.32968637,269.9320415,1003.70345,92826,1.035129451,10
Meerut,123,60.43634199,297.2094214,59.80098665,9.742157091,19.65355884,85.97864669,42.70342586,27.67454035,7.790401899,70.27219815,952.2177188,463996,4.410560281,10
Ludhiana,196,184.4027223,92.69371437,8.896736801,3.60587884,44.35012551,14.69094911,37.68488968,56.44268264,2.012293029,127.661625,1046.450275,76838,9.098199241,10
Surat,421,221.8275476,56.1931066,10.61839567,0.950024599,37.90934036,63.59621004,11.53837876,67.97958229,7.553389783,10.1479176,1047.002578,170386,5.671548561,10
Hyderabad,368,147.0049309,296.7631477,19.4447945,1.221819303,40.45066648,47.99166787,30.10067357,85.91857523,6.853350545,128.2992185,1001.596694,81571,1.695217397,10
Pune,278,82.51938273,212.931538,13.28175278,6.498462099,39.34490142,21.86216962,37.56908858,37.67878944,12.62092312,271.7842466,1016.592118,316064,9.344627475,10
Chennai,57,126.6263034,48.71002939,50.32268766,8.34153455,40.78645979,30.94685781,42.60582458,78.58284662,4.917123256,235.566614,1031.078143,178083,5.999637422,10
Delhi,486,86.15800354,60.37067721,73.86145977,7.112669787,39.02951456,69.97725268,42.80807054,50.34347632,1.639194325,84.61288153,961.6195991,206028,4.36848802,10
Hyderabad,115,152.4802723,20.74594466,13.62637718,9.872754814,13.56724381,99.50523252,19.48621925,81.79309122,19.37291085,299.0964934,1008.060953,110545,5.360869133,10
Indore,286,108.0380213,182.0907285,48.88578344,8.593983876,18.93163355,27.03264137,28.07514744,68.53965477,7.302512409,87.61705951,954.818989,12088,3.998747703,10
Patna,259,123.7311414,30.24629714,70.64074138,7.161117017,22.65079108,71.87416858,44.13501304,36.64149813,4.34712782,143.0312068,1035.894092,70125,0.470611114,10
Nagpur,217,21.83583433,195.2591243,68.98258584,3.575537658,21.53925836,66.10126042,41.94299115,77.53580509,7.885460187,194.23086,1000.404714,166719,9.087446421,10
Srinagar,340,138.0290985,126.7993063,52.27917028,4.653021302,30.50741053,63.94294635,41.78867741,74.43717641,12.0667684,1.131827842,992.6424661,474245,1.555156708,10
Surat,211,131.4370597,84.82243873,10.03451689,9.111771775,29.95918334,57.32444884,21.9670896,81.0627194,1.336225947,274.6938261,1025.858045,6338,4.654392957,10
Nagpur,182,229.7658378,274.2747491,70.72861365,6.553213068,3.266015243,96.13566229,17.81056422,55.01147428,14.01736387,33.82714548,1017.001587,325751,8.42356765,10
Delhi,353,105.8935332,139.9263267,73.01364433,7.144290936,40.40273749,42.02974093,12.63984898,96.66475877,10.40907236,117.5277624,1018.091628,474549,6.499172742,10
Hyderabad,201,182.8545902,250.0529936,74.57071115,0.616502047,45.89382185,83.22821829,26.08998738,43.00055689,13.03123961,62.41443514,999.552985,188964,0.542264505,10
Pune,335,177.3449254,127.6834029,37.77317288,5.037342077,30.95797995,35.36954452,40.87671275,76.03834919,6.084247291,194.6889693,1011.917933,198139,5.710588467,10
Bhopal,149,162.6625142,103.9956702,70.99826645,3.967778394,43.14744839,28.49175667,42.4910658,86.19883716,10.91201679,291.146927,1027.292832,22695,0.398533821,10
Pune,107,152.7032339,38.5722996,5.48372872,3.237308667,39.64661352,62.50819841,19.0508832,24.9136841,7.217644334,26.70754591,1044.226511,326961,0.74531083,10
Meerut,413,65.36170243,136.5007021,40.03126896,9.047342382,9.475353576,32.45207566,30.69120914,68.26751855,19.86311389,17.12885857,963.6854889,57281,9.439714331,10
Indore,274,234.2341816,105.6980099,29.68024734,8.999872311,9.751399257,50.66674489,16.51694762,64.64317226,14.79516279,132.2910774,1018.25961,7898,9.949529531,10
Srinagar,413,126.9884146,298.5980459,73.92647383,1.321144757,11.81077453,62.79900456,29.25336215,21.6483811,8.756362376,34.74880439,996.2100201,471838,3.761860664,10
Jaipur,414,161.9238001,127.9949327,33.85678536,2.943968483,4.705311247,59.72915986,39.84257657,68.6525795,14.52355007,78.82580057,958.9529176,221848,1.750851473,10
Srinagar,346,243.8620392,104.775215,10.31207312,1.443302105,29.37821097,50.7851671,20.85528704,97.41902285,18.10959074,258.1890832,970.9955563,116461,8.16782465,10
Ludhiana,110,135.4300794,154.2196286,32.35289935,9.750123106,36.82355453,15.6213443,44.12605266,74.98918316,9.851800496,193.7463328,992.5193027,44465,2.886681296,10
Chennai,260,214.0098243,149.743523,79.75395344,9.11529185,2.314420974,14.26379273,21.17663034,34.04109983,10.20462223,79.06390347,956.6127086,491906,3.358893291,10
Ludhiana,430,224.1506714,134.8496389,47.49520581,1.576570403,41.9912683,69.47901623,10.85804486,44.48051752,2.052583616,90.4619207,1049.793215,289046,3.528417536,10
Lucknow,389,78.04728893,176.8279028,52.71909624,6.400812879,39.24432871,22.5109279,24.0375779,93.39849488,18.64042077,249.7257644,986.2076092,104787,2.725330364,10
Pune,483,27.1041473,124.3933242,54.28875653,3.520367035,44.23414359,37.82422107,30.05357366,64.05316237,13.61953804,71.33551057,1017.978027,373206,9.756970814,10
Meerut,450,212.3502029,212.6027914,49.29326165,0.836018265,16.69494214,60.66207092,34.65871424,76.06900767,15.62857395,97.52109094,1014.236962,461334,4.000271779,10
Hyderabad,60,220.7313981,244.8849721,27.28696775,4.026374766,17.63860291,97.49599953,24.50395073,25.82208563,11.29339328,289.3526959,971.6717907,454661,5.188946435,10
Nashik,106,17.12024828,31.60779642,5.459418356,7.502527429,2.669073294,34.57622698,13.48412047,61.33866288,12.12627494,73.94857992,977.5010822,292475,7.470387693,10
Rajkot,463,73.57895941,155.4269427,26.09687403,5.288519731,47.48805539,74.68302007,34.3787291,82.49546431,10.96807927,179.8242384,1047.713605,45020,6.450998076,10
Lucknow,371,180.3115271,282.2593426,48.30159601,0.368513716,38.3475571,18.3494489,15.40681156,56.82173545,10.7197746,292.5553708,1012.470101,225095,0.034411448,10
Ludhiana,218,73.70027109,107.2675719,75.96902542,0.889835759,35.02222327,9.410122907,38.42582349,26.7841168,4.155997516,1.429025154,964.3928124,50999,3.226776905,10
Bhopal,265,62.88843344,171.2310515,9.043092537,6.257813216,39.72987962,95.33209758,25.25080925,29.19976363,4.096901556,99.9059502,991.8842133,58760,3.146258382,10
Ahmedabad,107,246.5013856,251.2283242,49.40967704,2.183914738,49.88617172,99.55008742,12.36406068,94.84705047,3.46815947,197.0265738,1039.930478,168182,0.946023009,10
Kolkata,494,103.8276711,69.48059165,7.524475618,1.815088061,19.84965664,73.63573451,24.1054407,98.34421778,1.630190127,93.27519556,963.2973415,17337,5.56423736,10
Ludhiana,314,221.9158673,42.84518577,47.915442,3.257400808,42.39878098,56.44419042,32.99906739,29.91708081,5.819738364,259.7374963,958.2909764,58944,1.462575453,10
Thane,300,165.6738543,283.8489054,8.133160624,8.79150606,43.52661792,46.17543866,29.9802127,31.42012821,6.258168821,166.6219634,969.6371001,84311,6.360464878,10
Indore,487,63.93001942,101.3962714,18.03363853,8.415972241,7.646458491,56.40146525,22.9708969,44.0957131,0.886878874,114.570394,960.1846822,304954,5.247150528,10
Kolkata,260,93.60245176,227.0788603,47.12605846,9.502702991,9.806299398,69.17486866,10.03162431,51.08497047,2.294521716,215.0942498,986.4168179,422443,1.48374726,10
Jaipur,193,102.1303916,156.7585283,27.42755589,9.794628849,45.45079392,60.70424179,32.98640114,42.06664613,8.866694506,185.604356,1017.968958,49365,6.135958877,10
Thane,479,160.5721724,81.14390032,79.17843703,9.623816806,9.149992926,31.38786724,11.84048757,56.05499658,9.6763508,129.6806815,961.6472187,163274,9.24148831,10
Nagpur,346,178.971944,285.4192692,65.85906904,3.665250376,16.19473828,15.80653984,17.60413461,64.20468353,16.13992512,35.84341959,981.7445979,478468,8.808291096,10
Chennai,281,177.2562144,185.5980334,35.17516061,4.728547429,10.63196344,40.43047651,38.61538608,64.28954749,14.88532466,187.3439099,987.2451684,382837,4.383499184,10
Indore,157,211.9243091,215.5261524,42.9825957,5.71033004,39.8892584,53.68593132,37.72625878,48.16135631,5.642636215,62.82065269,1049.500755,277171,9.135882312,10
Indore,416,79.26748179,215.3701076,17.69004197,8.186307129,33.16636947,47.9787095,43.57456478,54.63547195,6.00626726,242.2713821,1019.077586,331314,7.632625295,10
Varanasi,465,180.6583477,283.958037,45.66964397,1.530142333,41.67038082,66.34552516,23.9741859,69.24681408,5.949752693,63.94142208,1027.259655,182374,3.965590891,10
Pune,59,164.4049977,150.1239939,63.85677027,5.405581612,33.71657239,33.1253956,14.45364749,68.26430407,12.72485593,139.8137751,974.731618,454976,3.626665806,10
Nashik,390,203.0283984,123.935198,22.55014783,6.808198969,11.61177538,22.77237869,40.04593879,40.24755126,5.708163071,221.6235614,1033.499834,321602,0.24047929,10
Pune,333,245.4994049,215.9437268,42.98681821,0.612542535,43.15805244,77.28281248,19.48781406,79.38587639,9.677869395,195.3438325,1021.79091,424299,8.590303553,10
Varanasi,239,91.24663453,50.98519543,10.28278169,7.889134312,25.15957861,57.46260302,38.0911216,65.68427524,13.52721386,188.8113864,1027.807883,49010,3.878471032,10
Thane,496,217.7984467,47.2517969,58.45604881,9.377542636,30.19606549,6.444604932,25.92149196,23.11073384,13.10928629,148.3910411,1029.782992,492820,0.579132239,10
Surat,65,68.94865109,92.70269384,75.86395466,8.700244638,46.75638983,47.44962319,33.42600416,58.50254322,15.63932456,150.6413542,1042.166382,49392,6.24852949,10
Pune,227,94.24374908,113.5142103,62.34041645,7.058698029,31.44539278,20.27591726,19.93137602,60.66412142,8.378737986,246.0240884,1027.354017,241344,9.140012226,10
Chennai,257,54.18807271,121.276376,5.540041334,2.702201654,47.38493866,53.02459516,17.80282843,80.55073149,0.986456856,258.6243297,1046.068558,224476,4.168438733,10
Surat,452,149.2269276,42.7702208,5.860954868,3.364893618,46.1476683,21.93369334,40.29062253,96.95864948,8.687087995,31.55241443,998.4322969,490317,1.446754602,10
Varanasi,57,94.7662746,96.50686966,58.69113151,0.68581873,42.00703371,73.34584841,27.31686923,29.16187194,3.511433396,268.8914078,977.5032687,224956,8.303030311,10
Meerut,377,165.0217714,130.873123,12.70281524,9.678256952,37.37347336,30.59875631,12.0189121,68.40940364,11.95334285,169.6925928,1009.16393,204495,6.495406266,10
Patna,273,146.6244821,228.9020351,66.44930805,9.253996452,22.05577847,57.30074859,27.42382422,51.71307699,15.29310392,238.9239362,963.346076,472491,9.260027737,10
Patna,229,22.2502214,91.16857172,19.6513864,3.219461202,12.27283832,83.97161155,10.4856399,96.1255292,13.36411027,286.0027749,1035.43538,328755,7.396159054,10
Lucknow,455,213.6127985,127.5281636,54.39044324,2.611244093,29.02880635,72.176109,32.49770174,28.66870979,17.57526653,225.6241231,966.8083882,477956,9.325275809,10
Rajkot,303,174.7519255,214.0749879,7.704587668,4.972923599,33.04056592,73.69648675,19.85265015,62.17407145,3.68322678,284.6629244,1045.522837,499314,2.115480623,10
Bhopal,372,150.9103234,215.7589972,47.47672938,5.209714427,28.40969546,61.63732667,23.16710871,79.7556739,7.250635452,55.43988964,1012.54469,25350,9.342455169,10
Kolkata,130,170.8713357,215.9643093,44.55884476,6.013175708,23.45927859,8.690893296,14.54541255,87.38004662,14.45289546,19.82840029,1027.030799,254806,6.415727376,10
Srinagar,458,154.0016956,266.0689422,48.54691951,4.335424538,14.84419058,15.13801244,41.23474059,44.63574923,13.54931562,218.3197711,959.3136682,56298,5.719120077,10
Ahmedabad,341,49.05603083,103.7569936,49.02363803,5.831609813,2.976092574,70.23906578,28.3377761,38.465968,8.021800277,49.10821242,991.2503431,81338,6.416092114,10
Ahmedabad,383,16.98271375,286.3760433,49.13739923,1.0213469,19.8700314,8.592251691,10.11118306,20.00969518,11.78747423,279.1402317,956.657728,217422,2.970066986,10
Srinagar,211,170.5744329,135.6056732,41.94279971,9.173503584,42.07843011,21.52829804,17.08598908,48.0142248,10.11916211,48.22023865,958.2590651,401434,5.203313915,10
Delhi,384,182.2885982,132.598354,55.72448074,2.847959477,42.72077526,29.51279649,35.65134172,39.73418841,0.622664506,26.46809777,989.3374387,422324,6.175141701,10
Surat,174,64.08256779,237.0489794,74.74144448,0.694568465,26.3648352,53.25721364,10.83517394,55.08798631,2.108953393,228.6705068,1004.940681,436649,8.544650994,10
Bangalore,59,196.5172909,296.7669391,54.20368093,4.729854132,29.85177492,18.20133836,31.08775945,40.71522781,8.609139231,93.66996161,1025.031273,252523,7.155394978,10
